Year,Gas,Sector (end-user),Sector detail (end-user),Sector (source),Sector detail (source),Observation status,Unit multiplier,Unit measure,Value
2010,,"Land use, land use change and forestry",Settlements - Biomass burning,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0993346365975956
2011,,"Land use, land use change and forestry",Settlements - Biomass burning,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0934128460299683
2012,,"Land use, land use change and forestry",Settlements - Biomass burning,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0850052236189621
2013,,"Land use, land use change and forestry",Settlements - Biomass burning,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0865357329749561
2014,,"Land use, land use change and forestry",Settlements - Biomass burning,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.065324601917945
2015,,"Land use, land use change and forestry",Settlements - Biomass burning,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0826486906590278
2016,,"Land use, land use change and forestry",Settlements - Biomass burning,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.228961427011963
2017,,"Land use, land use change and forestry",Settlements - Biomass burning,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.17204364077965
2018,,"Land use, land use change and forestry",Settlements - Biomass burning,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.173700522246531
1990,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),5.33484357877526
1991,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),5.22348962535598
1992,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),5.11865741899066
1993,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),5.0230800171631
1994,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.93636741794841
1995,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.84637194909875
1996,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.7759095353751
1997,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.71201448790446
1998,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.64288596023271
1999,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.60312676692495
2000,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.44974481082877
2001,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.3688504669616
2002,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.31632049945185
2003,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.296038607156
2004,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.29204498684723
2005,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.21714987615863
2006,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.04888141654339
2007,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.03200062128025
2008,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),3.98279051433696
2009,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),3.93907640539331
2010,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.02502532166138
2011,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.01810938227371
2012,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.00717704258392
2013,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.01160618639031
2014,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),3.98046018268212
2015,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.00927750290497
2016,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.23908131593619
2017,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.15195819575086
2018,,"Land use, land use change and forestry",Settlements - Land converted to settlements,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.1560629161752
1990,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.581216590786596
1991,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.575682327193046
1992,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.570522609365756
1993,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.565710313741126
1994,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.561220392733605
1995,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.557029708933954
1996,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.553116882974841
1997,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.549462153910665
1998,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.546047251057581
1999,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.542855276330043
2000,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.540570135718076
2001,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.538435161350778
2002,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.536439986402704
2003,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.534574993366608
2004,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.532831257660875
2005,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.531200495627501
2006,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.529675016569217
2007,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.528247678503098
2008,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.526911847334328
2009,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.525661359178006
2010,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.524316966051951
2011,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.523054724482241
2012,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.521869386102783
2013,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.520756054808107
2014,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.519710161895533
2015,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.518727443045993
2016,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.517803917001748
2017,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.516935865810591
2018,,"Land use, land use change and forestry",Settlements - Direct N2O emissions from N mineralization/immobilisation,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.516119816516483
1990,,"Land use, land use change and forestry",Other (LULUCF) - Harvested wood,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),-2.09658342404048
1991,,"Land use, land use change and forestry",Other (LULUCF) - Harvested wood,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),-1.87738448826637
1992,,"Land use, land use change and forestry",Other (LULUCF) - Harvested wood,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),-1.88898559171262
